,Authors,CiteScore,CiteScorePercentile,Views,OpenAccess,Affiliations,Prominence,Citations,FWCI,Publication type
98260,3,,,26,0,1,97.244,9,1.23,Conference Paper
10995,2,4.8,20.0,168,0,1,94.609,59,3.58,Article
78385,4,,,7,0,1,82.51299999999999,12,1.19,Conference Paper
21119,2,,,32,0,2,79.071,37,1.77,Book
95859,3,,,25,0,1,65.916,10,1.79,Conference Paper
10170,3,9.0,1.0,117,1,3,99.946,62,3.99,Article
33384,5,5.2,14.0,34,1,2,89.353,26,2.1,Article
84354,8,,,11,1,2,98.141,11,1.5,Conference Paper
26111,4,6.3,18.0,18,1,7,99.916,32,1.67,Article
43557,3,,,20,1,14,14.208,21,2.33,Conference Paper
8161,1,7.3,6.0,9,1,1,87.59100000000001,71,5.0,Article
73515,3,5.4,6.0,16,0,1,95.435,13,1.12,Article
59572,7,4.4,12.0,21,0,2,96.208,16,1.17,Article
17963,2,6.7,2.0,35,0,4,87.766,42,4.03,Article
12535,2,,,22,0,1,99.068,54,8.24,Conference Paper
73264,2,2.2,22.0,23,0,1,93.568,13,1.33,Article
51971,3,5.9,13.0,29,0,4,80.44,18,1.69,Conference Paper
71946,6,3.2,18.0,13,0,2,95.36200000000001,13,0.92,Article
52763,4,4.3,14.0,36,0,5,98.711,18,1.01,Article
59949,2,6.3,10.0,45,0,1,92.296,16,0.91,Article
72404,3,5.2,12.0,21,1,1,97.088,13,0.9,Article
61788,2,4.5,17.0,21,0,1,98.855,15,2.82,Conference Paper
18290,5,9.2,3.0,44,0,6,96.39200000000001,41,2.35,Article
96210,3,4.3,10.0,50,0,1,89.027,10,1.02,Article
31450,3,,,43,0,3,99.395,28,5.86,Conference Paper
3202,4,7.3,6.0,23,1,11,96.194,126,7.24,Article
47243,3,0.8,51.0,5,0,1,94.039,20,2.78,Conference Paper
16910,5,,,24,1,3,99.796,44,1.71,Conference Paper
49022,5,0.2,79.0,49,1,2,88.99,19,1.17,Article
90218,6,,,10,0,2,99.02600000000001,10,1.18,Conference Paper
34566,9,1.6,40.0,54,0,3,99.839,26,4.35,Conference Paper
98710,3,,,28,0,1,99.738,9,2.08,Conference Paper
92908,3,5.3,16.0,44,1,2,96.096,10,0.81,Article
27964,3,4.9,17.0,32,0,2,89.85799999999999,30,1.38,Article
28660,2,2.5,36.0,33,1,1,95.25200000000001,30,2.57,Article
52591,4,2.2,22.0,65,1,3,98.197,18,1.76,Article
25008,3,2.7,28.0,79,0,3,99.92,33,1.87,Article
89414,5,,,16,1,1,94.86200000000001,10,0.35,Conference Paper
2456,8,9.0,4.0,54,0,6,94.421,147,8.39,Article
43703,3,,,7,0,1,96.39399999999999,21,3.12,Conference Paper
26054,2,6.8,11.0,41,0,2,24.070999999999998,32,1.02,Article
53005,3,1.2,53.0,51,1,2,41.123000000000005,18,2.76,Conference Paper
61318,3,,,4,0,2,98.594,15,2.53,Conference Paper
17975,5,1.8,35.0,52,1,2,99.59700000000001,42,5.41,Conference Paper
88066,3,,,11,0,2,56.398,11,1.56,Conference Paper
16283,3,16.3,1.0,46,0,1,96.098,45,1.57,Article
59054,3,4.2,14.0,15,0,3,84.506,16,0.85,Article
89859,3,1.6,30.0,24,0,2,28.956999999999997,10,1.15,Article
60096,2,4.2,14.0,20,0,1,83.648,16,1.46,Article
14366,3,,,12,0,2,96.49,49,4.31,Conference Paper
82367,2,,,26,0,1,92.689,11,1.53,Conference Paper
5944,2,1.6,40.0,15,1,1,99.99799999999999,86,7.97,Conference Paper
42885,6,,,21,0,3,88.874,21,2.32,Conference Paper
82611,3,2.9,30.0,17,0,4,99.71600000000001,11,0.98,Article
36698,3,0.9,65.0,46,0,1,85.941,24,2.72,Article
31809,2,4.9,14.0,3,0,2,96.56299999999999,27,1.65,Article
70736,3,2.8,24.0,24,0,1,95.007,13,0.93,Article
94112,1,2.2,35.0,13,0,1,95.43799999999999,10,0.8,Article
83233,4,2.2,22.0,40,0,4,94.46799999999999,11,0.29,Article
35743,2,10.2,3.0,23,0,1,80.902,25,1.18,Article
75078,2,,,6,0,1,92.719,13,2.85,Conference Paper
8811,2,8.6,3.0,64,0,2,99.285,67,2.99,Article
14198,2,3.9,21.0,36,0,2,92.295,49,3.28,Article
6787,6,8.8,1.0,38,0,5,99.46700000000001,80,7.76,Article
94311,3,6.5,9.0,26,1,3,97.264,10,1.14,Conference Paper
51643,2,0.5,76.0,46,0,2,34.391999999999996,18,1.43,Article
61358,4,5.4,14.0,9,1,4,18.168,15,0.75,Article
75263,5,,,16,0,2,59.324,13,2.02,Conference Paper
51037,4,3.6,16.0,58,0,4,87.43,18,1.16,Article
35542,3,3.3,33.0,41,0,3,91.566,25,1.46,Article
85938,2,1.9,52.0,21,0,3,51.24,11,0.24,Article
61856,5,,,54,0,1,94.102,15,1.18,Conference Paper
17466,3,6.5,9.0,14,1,1,99.79700000000001,43,3.29,Article
89990,3,4.4,17.0,14,1,1,97.132,10,0.84,Article
23781,2,,,224,0,1,97.81700000000001,34,9.02,Conference Paper
63054,2,,,7,0,2,98.178,15,2.12,Conference Paper
14332,5,4.1,18.0,51,1,1,99.46799999999999,49,3.89,Article
38257,2,7.6,10.0,22,1,2,96.709,24,0.96,Review
8014,4,5.6,5.0,70,1,1,95.435,72,4.41,Article
26365,3,0.8,79.0,6,1,1,99.412,32,3.68,Conference Paper
55768,5,6.0,4.0,19,0,5,51.385,17,1.27,Article
58775,2,,,9,0,2,93.194,16,1.63,Conference Paper
87887,2,,,10,0,1,28.33,11,1.36,Conference Paper
35722,12,,,41,0,5,88.777,25,5.97,Conference Paper
64163,5,,,28,1,2,99.70700000000001,15,4.16,Conference Paper
25049,3,3.1,20.0,31,1,2,94.87799999999999,33,1.98,Article
56312,2,4.1,20.0,8,0,1,96.39399999999999,17,1.42,Article
91666,4,,,6,0,1,98.631,10,2.15,Conference Paper
88527,6,,,7,1,7,91.444,10,1.63,Conference Paper
56968,2,6.2,10.0,57,0,1,99.902,17,1.28,Article
18779,3,4.4,12.0,40,0,2,98.235,41,3.11,Article
95024,5,2.1,16.0,15,0,2,98.035,10,0.64,Article
26640,3,8.7,5.0,29,0,4,65.439,31,1.83,Article
38791,1,0.9,65.0,5,1,1,91.025,23,1.95,Article
39517,2,5.3,6.0,5,0,1,97.345,23,1.87,Article
31100,4,,,103,0,1,40.793,28,8.82,Conference Paper
30593,2,,,11,0,2,94.867,28,8.98,Chapter
38773,5,,,25,0,2,94.495,23,2.65,Conference Paper
85124,2,0.8,79.0,6,1,2,64.057,11,2.34,Conference Paper
78467,2,,,12,0,2,61.535,12,2.37,Conference Paper
62063,3,2.8,32.0,12,1,2,96.30799999999999,15,1.49,Conference Paper
20205,5,4.9,17.0,23,0,5,95.508,39,1.9,Article
1327,6,,,118,1,3,99.57600000000001,213,20.96,Conference Paper
14941,3,16.2,1.0,32,0,7,99.50200000000001,48,3.25,Article
24128,3,7.9,2.0,14,1,3,97.75399999999999,34,1.76,Article
15933,5,4.9,17.0,21,0,3,94.257,46,2.15,Article
80087,2,5.2,17.0,24,1,2,94.14299999999999,12,0.85,Article
74945,5,,,27,0,3,96.397,13,2.91,Conference Paper
20523,3,6.0,7.0,8,1,2,90.579,38,6.36,Conference Paper
53477,2,,,13,0,2,96.709,18,1.94,Conference Paper
52932,3,5.4,8.0,10,0,1,98.604,18,0.96,Article
85249,2,1.7,48.0,17,1,2,89.59899999999999,11,1.19,Article
46768,3,,,8,0,3,99.02600000000001,20,3.06,Conference Paper
35719,2,8.9,4.0,25,0,2,98.538,25,1.38,Article
47936,4,4.9,17.0,45,0,1,17.734,19,0.95,Article
5388,5,,,19,0,2,98.37299999999999,92,9.53,Conference Paper
70150,4,5.2,4.0,17,0,1,97.244,14,2.07,Article
38608,2,2.1,40.0,48,1,2,69.898,23,1.11,Article
92656,2,5.3,4.0,43,0,2,83.602,10,1.16,Article
56868,1,1.2,62.0,12,0,1,64.458,17,1.49,Article
21282,5,8.8,4.0,31,1,4,87.069,37,3.97,Conference Paper
89575,3,1.2,59.0,9,1,1,76.545,10,0.6,Article
31002,3,,,30,0,1,91.814,28,6.03,Conference Paper
67122,3,5.2,8.0,46,0,1,99.55,14,0.44,Article
65936,2,8.6,3.0,28,0,1,61.431999999999995,14,1.14,Article
69344,4,5.2,17.0,41,1,4,86.506,14,0.85,Article
79560,5,2.6,27.0,27,0,3,94.236,12,0.72,Article
55025,5,,,20,1,3,95.68799999999999,17,1.04,Article
60949,6,4.9,17.0,25,0,3,83.369,16,0.95,Article
15080,5,5.2,5.0,34,0,3,92.92200000000001,48,3.89,Article
77429,2,11.4,1.0,18,1,2,91.564,12,0.57,Review
24983,4,,,12,0,2,88.406,33,4.82,Conference Paper
90631,5,,,16,0,2,85.911,10,3.88,Conference Paper
20629,3,1.2,58.0,43,0,4,99.725,38,1.58,Article
97440,2,1.2,53.0,6,1,2,97.03,9,0.83,Conference Paper
53419,5,5.4,14.0,60,1,3,85.36399999999999,18,0.94,Article
5633,2,10.8,1.0,43,1,2,99.992,89,8.43,Conference Paper
72429,3,1.6,40.0,11,1,2,89.03200000000001,13,2.66,Conference Paper
85981,3,2.8,23.0,10,1,6,90.271,11,0.77,Article
91770,5,,,19,0,2,26.085,10,0.92,Conference Paper
14780,6,,,12,1,1,99.99799999999999,48,8.48,Conference Paper
12211,5,10.8,1.0,32,1,6,95.012,55,4.57,Article
50363,3,8.6,5.0,18,1,2,88.14200000000001,19,1.53,Article
58887,4,5.2,7.0,17,0,3,99.859,16,0.94,Article
55645,6,2.6,33.0,8,0,1,87.266,17,1.47,Article
54704,2,1.6,40.0,7,0,2,94.85,17,1.69,Conference Paper
57401,4,,,24,1,1,72.794,16,0.91,Conference Paper
62224,3,,,16,0,1,97.477,15,3.63,Conference Paper
48020,6,3.9,38.0,49,0,1,99.294,19,1.23,Article
28318,2,5.2,14.0,22,0,2,90.463,30,1.58,Article
28043,6,4.5,17.0,33,1,5,98.65799999999999,30,2.82,Conference Paper
47919,2,4.7,20.0,20,0,2,99.021,19,1.04,Article
49271,1,4.6,20.0,49,0,1,99.412,19,1.06,Article
72031,3,7.7,4.0,9,0,1,20.254,13,8.23,Note
3760,4,6.2,4.0,197,0,2,64.385,115,6.25,Article
53620,1,3.6,16.0,41,0,1,78.89399999999999,17,0.39,Review
77739,5,,,19,0,2,97.914,12,0.93,Conference Paper
86065,11,2.9,27.0,33,1,9,97.92399999999999,11,0.72,Article
50365,3,1.4,65.0,34,0,2,97.39299999999999,19,2.74,Conference Paper
44076,2,,,36,0,1,94.779,21,1.17,Article
2882,6,3.5,14.0,70,1,4,96.11200000000001,134,4.05,Review
92538,3,10.6,3.0,23,1,8,87.171,10,0.73,Article
12354,6,3.6,16.0,53,0,2,97.126,54,3.26,Article
12363,4,6.4,2.0,84,0,2,98.85,54,3.15,Article
78457,4,0.9,50.0,24,1,3,94.303,12,0.68,Article
79326,3,,,18,0,1,97.97399999999999,12,2.37,Conference Paper
17223,2,1.5,57.0,20,1,1,94.257,43,1.05,Review
40253,2,,,21,0,2,24.135,23,3.51,Conference Paper
67055,3,0.2,79.0,27,1,1,72.858,14,1.29,Article
97258,2,2.8,15.0,34,0,1,99.602,9,0.61,Article
98105,3,,,5,1,1,99.505,9,1.41,Conference Paper
16195,3,8.9,4.0,77,0,4,84.189,45,1.83,Article
63761,4,1.0,65.0,56,0,2,97.022,15,3.79,Conference Paper
24931,5,6.8,11.0,67,1,6,98.225,33,1.13,Review
91473,2,2.9,34.0,25,0,2,91.281,10,0.6,Article
35786,5,8.6,3.0,43,0,3,98.53200000000001,25,2.27,Article
48809,3,5.2,5.0,42,0,4,96.741,19,1.35,Article
4172,2,4.3,8.0,23,0,1,96.24700000000001,107,6.14,Article
4179,4,9.5,2.0,22,1,2,99.354,107,11.15,Article
51073,2,2.2,50.0,17,0,3,92.119,18,0.76,Conference Paper
75150,3,4.3,7.0,82,1,3,99.15100000000001,13,0.87,Article
17671,6,1.1,67.0,55,0,2,71.001,42,5.73,Conference Paper
51259,2,,,7,0,1,93.01700000000001,18,2.55,Conference Paper
92096,2,6.5,9.0,28,0,1,74.898,10,1.3,Conference Paper
37283,1,4.8,7.0,51,0,1,99.64299999999999,24,2.05,Article
39935,4,2.2,57.0,20,0,1,97.67299999999999,23,0.84,Article
47030,5,3.6,16.0,19,0,1,85.17299999999999,20,1.47,Article
54594,4,,,6,0,3,94.585,17,8.96,Chapter
25631,3,,,14,0,1,98.29299999999999,32,3.24,Conference Paper
53353,3,0.5,81.0,10,0,2,30.264,18,1.73,Article
75642,3,2.6,25.0,30,1,2,88.71799999999999,12,1.35,Article
63528,3,8.2,1.0,65,0,2,68.53,15,0.93,Article
21236,3,10.8,1.0,16,1,3,93.809,37,2.76,Article
6333,3,11.5,1.0,142,0,1,99.946,83,4.56,Article
38269,2,2.4,40.0,19,1,1,98.756,24,2.03,Article
39197,4,,,41,0,1,96.804,23,4.86,Conference Paper
23890,5,6.2,4.0,221,0,4,96.55799999999999,34,2.08,Article
99633,6,,,4,0,2,94.102,9,1.86,Conference Paper
21759,5,,,66,0,5,95.6,37,3.8,Conference Paper
73643,4,2.9,23.0,51,0,2,93.21700000000001,13,1.03,Article
63133,3,7.0,10.0,19,1,2,68.655,15,1.42,Conference Paper
18226,3,7.2,2.0,53,0,2,93.835,42,1.98,Article
88039,3,4.5,9.0,23,1,2,94.54899999999999,11,1.22,Article
21788,2,6.2,4.0,106,0,2,99.88799999999999,36,1.23,Article
62468,5,,,5,1,2,99.61,15,0.85,Conference Paper
70558,7,,,66,0,1,88.085,13,2.4,Conference Paper
7202,3,1.6,40.0,23,1,9,97.822,77,10.87,Conference Paper
28028,2,1.9,51.0,34,1,1,95.425,30,2.81,Article
11747,4,4.4,16.0,41,0,3,94.561,56,3.61,Article
10886,4,6.5,9.0,27,1,1,96.164,59,5.85,Conference Paper
58572,2,4.3,10.0,67,0,3,99.54,16,1.36,Article
95095,3,3.4,21.0,34,0,3,87.214,10,0.69,Article
66307,6,,,34,0,3,98.53,14,2.69,Article
85200,2,,,44,0,1,82.663,11,2.46,Conference Paper
59620,3,1.6,40.0,12,0,3,99.365,16,1.69,Conference Paper
2532,5,4.7,9.0,38,1,4,99.223,144,10.99,Article
19732,3,,,31,0,1,99.49799999999999,39,4.7,Conference Paper
1061,3,14.0,2.0,52,1,3,93.995,242,15.39,Article
78032,5,5.2,5.0,7,0,3,66.777,12,1.53,Article
77435,3,,,16,1,2,99.936,12,2.2,Conference Paper
9773,2,6.5,9.0,18,0,2,98.48700000000001,63,3.91,Article
44831,5,1.6,40.0,85,0,2,93.541,21,3.38,Conference Paper
25955,3,2.8,32.0,27,1,2,98.035,32,3.41,Conference Paper
11460,6,0.9,74.0,19,1,2,99.12700000000001,57,1.91,Review
15129,2,20.7,1.0,47,0,8,99.98899999999999,47,1.31,Review
89214,3,1.8,45.0,7,0,1,99.67,10,3.49,Conference Paper
54289,6,2.8,32.0,16,1,4,93.727,17,1.49,Conference Paper
58773,3,,,12,0,1,96.397,16,2.33,Conference Paper
76679,2,3.7,10.0,36,0,1,90.992,12,1.11,Article
16716,4,9.6,3.0,22,0,3,91.564,44,2.73,Article
597,3,10.1,2.0,148,1,3,97.014,350,18.77,Article
83585,5,,,11,0,4,76.295,11,2.95,Conference Paper
76741,1,,,5,1,1,98.29299999999999,12,1.2,Article
22611,4,4.3,7.0,15,0,4,96.119,36,2.75,Article
40650,4,,,13,0,3,84.921,22,2.64,Conference Paper
20495,3,2.8,32.0,24,0,2,99.685,38,3.41,Conference Paper
73453,3,5.5,9.0,57,0,3,99.945,13,0.55,Article
83019,1,0.7,68.0,60,0,4,97.697,11,1.13,Conference Paper
94230,3,,,53,0,2,99.583,10,1.28,Conference Paper
6775,2,10.8,1.0,15,1,2,99.73200000000001,80,6.13,Article
64724,2,1.1,71.0,36,0,1,99.46799999999999,15,1.19,Article
87081,3,,,11,0,1,93.686,11,0.32,Article
44912,2,,,23,1,1,56.824,21,4.51,Conference Paper
61561,3,1.6,40.0,32,0,1,88.904,15,3.14,Conference Paper
69378,1,0.8,77.0,10,1,1,58.54,14,2.43,Conference Paper
12009,6,1.6,40.0,286,0,3,86.5,56,7.97,Conference Paper
83373,1,0.7,68.0,70,0,1,59.005,11,3.77,Conference Paper
61244,1,1.0,49.0,10,0,1,79.947,15,1.07,Article
26942,5,5.3,4.0,48,1,3,97.094,31,3.04,Article
3948,3,5.2,5.0,368,1,4,98.32600000000001,111,7.18,Article
19914,2,8.2,6.0,30,0,2,91.664,39,2.17,Article
82823,2,5.2,4.0,12,1,4,66.273,11,1.48,Conference Paper
45354,2,2.2,45.0,12,1,1,97.462,20,1.66,Article
91445,3,0.7,73.0,32,0,1,34.565,10,2.14,Conference Paper
13782,3,,,44,0,2,68.118,50,11.0,Conference Paper
13376,2,10.8,3.0,59,0,1,99.146,52,4.1,Article
481,1,16.3,1.0,90,1,1,97.35,395,24.65,Article
69518,1,5.3,4.0,29,0,1,63.565,14,1.79,Article
90370,2,0.6,85.0,13,0,1,99.478,10,1.58,Conference Paper
84034,7,7.9,2.0,22,1,4,91.95200000000001,11,0.77,Article
66023,4,,,54,0,1,41.553000000000004,14,1.93,Conference Paper
72876,4,1.6,40.0,26,0,2,85.33200000000001,13,1.45,Conference Paper
28013,3,6.0,4.0,56,0,2,95.684,30,1.98,Article
36352,3,5.6,15.0,52,1,2,97.804,25,1.27,Article
36117,3,6.8,8.0,34,0,3,97.571,25,1.04,Article
68177,7,3.5,14.0,34,1,3,99.07600000000001,14,1.27,Article
66336,3,1.4,65.0,23,0,2,93.756,14,1.03,Conference Paper
57658,3,5.3,16.0,23,0,1,62.417,16,1.16,Article
76226,2,,,10,0,1,81.28,12,1.49,Conference Paper
11337,3,9.6,3.0,34,0,2,89.118,58,2.23,Article
97865,10,2.9,19.0,18,1,4,99.296,9,0.67,Article
6822,3,7.8,7.0,64,0,4,83.402,79,5.45,Article
39086,2,8.6,1.0,18,0,1,87.51700000000001,23,2.96,Article
61694,9,4.0,14.0,14,1,6,96.205,15,1.34,Article
78263,3,3.0,23.0,13,0,2,86.141,12,1.92,Article
62059,2,0.7,73.0,9,0,1,92.83,15,2.14,Conference Paper
44626,3,2.3,39.0,14,0,2,92.68799999999999,21,1.02,Article
9518,3,4.9,17.0,48,1,11,75.277,64,3.28,Article
1509,5,22.0,1.0,45,1,1,88.346,199,9.22,Article
47414,4,6.2,4.0,177,0,2,93.634,20,1.47,Article
32128,6,,,8,0,2,77.852,27,3.49,Conference Paper
77109,3,6.2,4.0,91,0,2,27.928,12,0.37,Article
64264,9,1.2,53.0,13,0,1,96.36,15,1.23,Article
33139,6,17.7,1.0,18,0,5,99.79700000000001,26,1.65,Article
49926,4,1.2,59.0,19,1,1,96.79899999999999,19,1.07,Article
53098,3,,,15,0,1,84.49700000000001,18,1.66,Conference Paper
95611,5,6.4,12.0,21,1,1,75.839,10,0.5,Article
8439,5,7.3,3.0,52,0,1,95.395,69,4.51,Article
5034,2,12.0,2.0,36,0,2,99.637,95,4.71,Article
45447,3,5.6,5.0,43,1,3,89.367,20,1.67,Article
35345,4,6.5,9.0,23,1,1,99.49,25,1.79,Conference Paper
83932,6,1.5,57.0,21,1,5,49.422,11,0.42,Article
20524,20,5.4,6.0,94,0,12,88.73,38,3.29,Article
87263,2,4.5,10.0,51,0,1,48.806999999999995,11,0.56,Article
66402,5,9.0,4.0,23,0,3,95.87200000000001,14,1.16,Article
60517,5,1.6,49.0,8,0,2,99.84200000000001,16,0.94,Article
85094,3,3.1,35.0,36,1,2,96.11200000000001,11,1.15,Article
3637,5,3.5,16.0,27,1,3,99.861,117,4.07,Article
2642,2,6.3,4.0,261,1,1,93.941,140,12.86,Article
37831,3,5.2,7.0,14,0,3,73.773,24,1.29,Article
99537,5,5.4,14.0,12,1,1,16.386,9,0.38,Article
89967,2,4.6,15.0,31,0,1,85.065,10,0.85,Article
85073,8,6.8,8.0,10,1,6,84.986,11,0.76,Article
23532,5,4.9,17.0,54,0,4,74.837,34,1.81,Article
65359,3,2.3,29.0,28,1,2,82.17299999999999,15,0.88,Article
30749,4,4.5,17.0,29,0,2,96.414,28,3.34,Conference Paper
69237,2,,,17,0,3,99.412,14,1.92,Conference Paper
50578,6,,,15,0,3,85.16,18,1.45,Conference Paper
83461,4,,,31,0,2,32.889,11,2.38,Conference Paper
48915,3,1.1,67.0,23,0,1,4.959,19,4.01,Conference Paper
99764,3,0.7,88.0,30,0,3,97.965,9,0.79,Article
17624,3,5.4,8.0,6,0,2,94.60799999999999,43,3.22,Article
96892,3,,,13,0,2,98.556,9,2.34,Conference Paper
39927,3,,,18,0,3,98.15100000000001,23,3.69,Conference Paper
30288,2,9.0,1.0,87,0,1,96.75,28,2.97,Article
48514,3,2.2,50.0,12,0,3,91.611,19,0.85,Conference Paper
12368,8,6.8,7.0,54,0,3,12.874,54,2.56,Article
34804,8,,,3,0,3,98.523,25,4.76,Conference Paper
61821,4,,,9,1,4,99.926,15,1.27,Article
45536,2,3.6,16.0,49,0,1,97.126,20,1.26,Article
47136,3,,,32,0,2,98.68299999999999,20,4.61,Conference Paper
92708,4,3.2,18.0,18,0,2,82.59,10,0.8,Article
22518,5,3.5,14.0,18,1,4,92.103,36,2.7,Article
10168,4,5.2,5.0,24,0,2,99.64,62,4.73,Article
71747,4,,,7,0,2,90.176,13,1.79,Conference Paper
29392,2,1.6,40.0,21,0,1,90.51100000000001,29,4.59,Conference Paper
7914,1,8.8,1.0,8,1,1,96.029,72,5.37,Article
74567,3,0.6,83.0,31,0,2,57.751999999999995,13,1.66,Conference Paper
78974,5,,,42,0,1,94.169,12,2.55,Conference Paper
76250,4,1.1,68.0,18,0,3,99.685,12,0.9,Article
28884,4,,,11,0,3,99.67,29,8.36,Conference Paper
49953,5,,,15,0,4,93.568,19,3.99,Conference Paper
60320,2,1.0,31.0,39,1,2,90.014,16,3.02,Conference Paper
26347,5,,,21,1,3,88.175,32,5.45,Conference Paper
97172,1,,,17,0,1,98.087,9,2.76,Conference Paper
26450,6,14.6,1.0,31,0,2,99.73100000000001,32,2.46,Article
51187,5,2.5,34.0,21,1,1,92.935,18,0.96,Article
60761,1,0.8,79.0,15,1,1,70.116,16,3.35,Conference Paper
44978,5,3.1,30.0,20,0,2,83.48299999999999,21,1.58,Article
34890,2,4.4,17.0,12,0,1,99.46700000000001,25,1.47,Article
77414,5,1.6,40.0,16,0,2,99.738,12,1.21,Conference Paper
6864,2,5.4,14.0,34,1,3,98.8,79,1.72,Review
80256,5,7.1,3.0,45,1,5,99.035,12,0.99,Article
48727,4,8.2,1.0,62,0,3,97.11,19,1.59,Article
95774,3,,,38,0,3,99.37,10,1.42,Conference Paper
23309,5,,,101,0,1,80.51100000000001,35,3.26,Conference Paper
48621,4,3.3,4.0,24,0,2,79.431,19,1.87,Article
8,2,4.8,7.0,579,0,2,99.796,4079,162.74,Article
47180,3,8.9,4.0,25,0,3,95.434,20,1.59,Article
4484,5,,,21,0,2,99.185,103,14.04,Conference Paper
88191,2,1.6,38.0,14,0,1,90.488,11,0.9,Article
17595,2,4.3,9.0,27,0,1,90.198,43,2.98,Article
89426,2,,,17,0,3,72.02,10,2.77,Conference Paper
2192,1,6.4,10.0,43,0,1,98.647,158,8.15,Article
96343,3,,,16,0,2,85.79700000000001,10,1.66,Conference Paper
17745,5,1.8,46.0,13,0,7,99.73100000000001,42,2.67,Article
93362,4,17.4,1.0,27,0,2,96.887,10,0.53,Conference Paper
17706,2,2.5,40.0,57,0,4,86.236,42,1.44,Review
21063,3,5.2,6.0,25,0,1,86.709,37,2.77,Article
6312,4,4.2,14.0,13,0,2,99.354,83,6.34,Article
87989,3,8.2,1.0,89,0,1,82.02799999999999,11,0.8,Article
59290,4,6.8,8.0,39,0,4,98.286,16,0.76,Article
31425,5,1.2,77.0,21,0,5,95.977,28,1.73,Article
76589,3,6.4,9.0,15,0,1,85.71,12,0.8,Article
50321,3,,,31,0,3,99.79700000000001,19,4.1,Conference Paper
54383,5,6.5,16.0,18,1,3,98.15100000000001,17,0.97,Article
97151,2,4.8,19.0,22,0,1,94.779,9,0.26,Article
11950,3,9.5,1.0,47,1,2,98.49,56,5.29,Article
24441,3,,,27,1,2,99.736,34,2.92,Article
95249,4,,,16,0,3,99.54700000000001,10,2.25,Conference Paper
32671,4,3.5,14.0,15,1,1,97.26100000000001,27,2.38,Article
34064,4,2.4,19.0,52,0,3,58.869,26,3.13,Article
93513,3,2.0,27.0,23,0,1,98.225,10,1.13,Article
88216,3,0.8,79.0,21,1,3,81.248,11,2.34,Conference Paper
72057,5,,,8,0,2,87.99700000000001,13,3.29,Conference Paper
65071,3,5.2,14.0,23,1,4,89.118,15,0.92,Article
45132,4,1.6,40.0,14,1,3,97.228,20,2.93,Article
12404,2,1.4,55.0,53,0,1,19.291,54,2.55,Article
98474,4,,,12,0,2,93.535,9,0.95,Conference Paper
13435,4,4.1,18.0,71,1,6,99.15100000000001,51,3.67,Article
46362,3,9.5,2.0,10,1,1,74.685,20,2.0,Article
10988,2,5.1,8.0,32,0,2,87.633,59,3.34,Article
60579,2,4.8,7.0,43,0,2,54.213,16,1.11,Article
79557,1,4.6,9.0,96,0,1,88.14399999999999,12,0.59,Article
32666,6,2.0,40.0,73,1,2,99.76799999999999,27,1.95,Article
87146,5,,,17,1,1,88.38799999999999,11,2.08,Conference Paper
98559,4,1.0,46.0,17,0,1,99.021,9,0.56,Conference Paper
49401,6,,,52,0,2,99.667,19,2.43,Conference Paper
36159,2,5.8,2.0,29,1,1,94.40899999999999,25,2.34,Article
49692,6,,,34,1,3,73.596,19,0.95,Conference Paper
85585,4,0.8,51.0,16,1,1,88.22399999999999,11,1.59,Conference Paper
48995,3,,,21,0,2,97.646,19,3.12,Conference Paper
23597,7,7.1,3.0,39,1,6,98.006,34,2.35,Article
74847,5,0.7,77.0,17,1,1,98.339,13,1.06,Article
60190,4,2.3,32.0,12,0,1,66.545,16,1.15,Article
17638,8,4.9,17.0,100,0,6,99.925,43,2.93,Article
70794,2,2.9,23.0,37,0,2,97.041,13,1.42,Article
24334,5,,,37,0,5,96.179,34,6.82,Conference Paper
36602,3,3.3,17.0,57,0,3,95.705,24,1.36,Article
80721,1,3.5,15.0,18,1,3,65.309,12,1.09,Article
72216,5,1.4,65.0,25,0,7,95.345,13,1.37,Conference Paper
69626,3,1.6,40.0,17,0,1,65.833,14,1.93,Conference Paper
84516,2,3.5,14.0,13,1,1,77.051,11,0.95,Article
65227,3,,,6,1,2,99.916,15,2.83,Conference Paper
44427,3,,,18,1,4,97.11,21,5.58,Conference Paper
13487,7,3.2,18.0,23,0,3,98.086,51,2.75,Article
5740,3,,,21,0,3,99.99799999999999,88,8.23,Conference Paper
5423,5,5.2,21.0,285,0,3,99.369,91,3.98,Article
69232,6,7.6,9.0,17,1,3,18.747,14,0.81,Conference Paper
70828,5,6.8,7.0,32,0,4,89.14299999999999,13,0.98,Article
34601,7,4.5,17.0,28,0,1,76.117,26,2.82,Conference Paper
91610,3,,,27,0,1,98.477,10,2.91,Conference Paper
702,3,,,168,1,3,99.95100000000001,313,5.67,Review
56775,4,6.5,9.0,20,1,1,34.773,17,2.11,Conference Paper
41074,2,8.1,1.0,20,0,1,98.855,22,0.92,Article
90233,1,,,6,0,1,92.78299999999999,10,2.98,Chapter
26372,4,7.2,2.0,29,0,1,78.084,32,2.45,Article
35312,1,,,12,0,1,99.539,25,4.79,Conference Paper
74437,5,,,20,1,2,97.244,13,2.66,Conference Paper
27542,4,,,43,0,2,60.148,31,5.41,Conference Paper
38622,3,2.9,23.0,82,0,3,59.7,23,1.03,Article
86756,3,1.4,53.0,20,0,1,93.56299999999999,11,0.94,Article
